cell_type	beta	se	z	p	q	sig_pct	trait	discovery
macrophage	33.08050648249673	6.225337029598308	5.313849888803733	1.1386756946981012e-08	1.3664108336377214e-07	0.4384961176951369	PASS_Rheumatoid_Arthritis	True
thymocyte	46.18265511256172	10.57066081947674	4.368946833245172	4.230287045755212e-07	4.614858595369323e-06	0.872	PASS_Rheumatoid_Arthritis	True
mature NK T cell	58.69762129208537	12.772680598130794	4.595560097281022	5.107821564437576e-07	5.107821564437576e-06	0.5376884422110553	PASS_Rheumatoid_Arthritis	True
regulatory T cell	83.38716888427734	18.632162265908	4.475442393331563	4.035309100308322e-06	3.7249007079769126e-05	0.1914893617021276	PASS_Rheumatoid_Arthritis	True
promonocyte	44.18568126581855	10.952808762337089	4.034187232206389	4.371716110102855e-06	3.7471852372310186e-05	0.5448275862068965	PASS_Rheumatoid_Arthritis	True
proerythroblast	24.319185575491534	6.222251960970301	3.908421858844044	6.411602034891818e-05	0.0005129281627913	0.0934579439252336	PASS_Rheumatoid_Arthritis	True
myeloid cell	33.71091563262791	9.573658020741476	3.52121577348937	0.0001665348144884	0.0012490111086636	0.3650234741784037	PASS_Rheumatoid_Arthritis	True
myeloid dendritic cell	29.069442548460973	8.831134491185603	3.291699676578963	0.0002553789475948	0.001802674924199	0.6327077747989276	PASS_Rheumatoid_Arthritis	True
classical monocyte	55.7187272798329	17.49164489839736	3.1854481155707672	0.0002974875719356	0.0019832504795707	0.495049504950495	PASS_Rheumatoid_Arthritis	True
NK cell	31.50000968099804	9.933303109812083	3.1711515628555054	0.0003469212602576	0.0021910816437324	0.5621436716077537	PASS_Rheumatoid_Arthritis	True
dendritic cell	21.872448282126893	8.129076064620158	2.690643820805349	0.0034095858758078	0.0203314526263698	0.8870967741935484	PASS_Rheumatoid_Arthritis	True
professional antigen presenting cell	61.904961060739154	21.112840654366085	2.932100046325948	0.0035580042096147	0.0203314526263698	0.0538461538461538	PASS_Rheumatoid_Arthritis	True
late pro-B cell	19.63355767978006	7.90952918514647	2.482266291734593	0.0051988498215517	0.0283573626630095	0.5644768856447688	PASS_Rheumatoid_Arthritis	True
myeloid leukocyte	25.065068396396462	8.6822089856016	2.8869459878199053	0.0058260132661817	0.0303965909539919	0.1196172248803827	PASS_Rheumatoid_Arthritis	True
non-classical monocyte	34.01389747531882	16.313230244203794	2.085049801059738	0.0204716621007174	0.0982639780834435	0.2348993288590604	PASS_Rheumatoid_Arthritis	True
epithelial cell	17.076973752904586	6.283208042556593	2.717874951337133	0.0197838797224772	0.0982639780834435	0.0586854460093896	PASS_Rheumatoid_Arthritis	True
lymphocyte	14.917844772338867	7.79330307475222	1.9141876851508388	0.0275811172352116	0.1272974641625154	0.0	PASS_Rheumatoid_Arthritis	False
monocyte	21.555583030149226	10.513341514686434	2.050307506898498	0.0358119532063142	0.1591642364725079	0.0	PASS_Rheumatoid_Arthritis	False
endocardial cell	18.47285374497813	10.192708967891926	1.8123595800850891	0.0511404313303969	0.2191732771302725	0.0	PASS_Rheumatoid_Arthritis	False
intermediate monocyte	27.63894271850586	17.382062834958298	1.590084156347613	0.0556412916457072	0.2302398274994784	0.0	PASS_Rheumatoid_Arthritis	False
leukocyte	19.491338416618625	10.826740276179576	1.8002961112406513	0.0661238632868497	0.2644954531473991	0.0	PASS_Rheumatoid_Arthritis	False
keratinocyte stem cell	10.626924514770508	7.5144069898062	1.4142066738182597	0.0798354700036335	0.3090405290463232	0.0	PASS_Rheumatoid_Arthritis	False
microglial cell	25.13088082100275	15.362244857154964	1.6358859694452823	0.1111668810168854	0.4168758038133205	0.0	PASS_Rheumatoid_Arthritis	False
type II pneumocyte	6.213561464988258	5.342446430258785	1.1630554552303254	0.1257092309093143	0.4571244760338701	0.0	PASS_Rheumatoid_Arthritis	False
hematopoietic stem cell	10.763547982325653	7.551296589779951	1.4253907066626432	0.1381949482113744	0.4877468760401451	0.0	PASS_Rheumatoid_Arthritis	False
basophil	3.761034020115504	3.841244721048188	0.979118565267876	0.1776800635737804	0.6091887893958187	0.0	PASS_Rheumatoid_Arthritis	False
respiratory basal cell	5.544255256652832	6.583101614564124	0.8421949988417313	0.1925096928620694	0.6416989762068983	0.0	PASS_Rheumatoid_Arthritis	False
ciliated columnar cell of tracheobronchial tree	0.8655528426170349	1.1977307161500048	0.7226606372751923	0.2106160511288736	0.683079084742293	0.0	PASS_Rheumatoid_Arthritis	False
pulmonary interstitial fibroblast	7.136332511901856	8.77988496535597	0.8128047850354178	0.2164423445878412	0.6835021408037092	0.0	PASS_Rheumatoid_Arthritis	False
endothelial cell of lymphatic vessel	5.705841252162906	6.310441296434107	0.904190528701559	0.2285503477326101	0.7032318391772621	0.0	PASS_Rheumatoid_Arthritis	False
luminal epithelial cell of mammary gland	5.934622420551488	5.720322458102933	1.0374629164733529	0.235650387333723	0.7069511620011693	0.0	PASS_Rheumatoid_Arthritis	False
megakaryocyte-erythroid progenitor cell	3.706639394994515	4.541425964777878	0.8161840408149882	0.2569556347255991	0.7341589563588546	0.0	PASS_Rheumatoid_Arthritis	False
secretory cell	5.032856342837088	5.632235653168978	0.8935805695568422	0.2522391009442676	0.7341589563588546	0.0	PASS_Rheumatoid_Arthritis	False
lung macrophage	0.0	1e-06	0.0	0.5	0.9230769230769232	0.0	PASS_Rheumatoid_Arthritis	False
large intestine goblet cell	4.019289101973248	5.865802277096373	0.6852070547394642	0.4709341373571546	0.9230769230769232	0.0	PASS_Rheumatoid_Arthritis	False
oligodendrocyte precursor cell	0.0	1e-06	0.0	0.5	0.9230769230769232	0.0	PASS_Rheumatoid_Arthritis	False
lymphoid progenitor cell	0.0	1e-06	0.0	0.5	0.9230769230769232	0.0	PASS_Rheumatoid_Arthritis	False
type I pneumocyte	0.0	1e-06	0.0	0.5	0.9230769230769232	0.0	PASS_Rheumatoid_Arthritis	False
plasma cell	0.0	1e-06	0.0	0.5	0.9230769230769232	0.0	PASS_Rheumatoid_Arthritis	False
mesenchymal stem cell	9.059296997009582	10.931518201927382	0.8287318220274563	0.4529834689576937	0.9230769230769232	0.0	PASS_Rheumatoid_Arthritis	False
neuroepithelial cell	4.549436099852166	16.62461069904278	0.2736566998296156	0.4898438691179352	0.9230769230769232	0.0	PASS_Rheumatoid_Arthritis	False
plasmacytoid dendritic cell	0.0	1e-06	0.0	0.5	0.9230769230769232	0.0	PASS_Rheumatoid_Arthritis	False
neutrophil	12.40564234170669	17.670731217956526	0.7020446516157978	0.3836747043525586	0.9230769230769232	0.0	PASS_Rheumatoid_Arthritis	False
lung neuroendocrine cell	0.0	1e-06	0.0	0.5	0.9230769230769232	0.0	PASS_Rheumatoid_Arthritis	False
mesangial cell	1.723145842552185	11.1175021504357	0.154993974297064	0.4612528264213054	0.9230769230769232	0.0	PASS_Rheumatoid_Arthritis	False
kidney interstitial fibroblast	0.0	1e-06	0.0	0.5	0.9230769230769232	0.0	PASS_Rheumatoid_Arthritis	False
fenestrated cell	7.947271387151428	10.979812025909556	0.7238075996563416	0.4010628816924984	0.9230769230769232	0.0	PASS_Rheumatoid_Arthritis	False
endothelial cell of hepatic sinusoid	4.335544468724901	9.211022173131353	0.4706909165164892	0.4212134923263728	0.9230769230769232	0.0	PASS_Rheumatoid_Arthritis	False
bulge keratinocyte	4.950987722395996	9.515451191083748	0.5203103481877154	0.4832345841978591	0.9230769230769232	0.0	PASS_Rheumatoid_Arthritis	False
bronchial smooth muscle cell	6.593334920528621	12.934108626003658	0.5097633792307039	0.4930440545589401	0.9230769230769232	0.0	PASS_Rheumatoid_Arthritis	False
epithelial cell of thymus	12.76376359691482	16.013251126962032	0.7970750908554762	0.4297036517712866	0.9230769230769232	0.0	PASS_Rheumatoid_Arthritis	False
Kupffer cell	4.218111342696087	8.511129913228388	0.4955994545612687	0.3517458586260928	0.9230769230769232	0.0	PASS_Rheumatoid_Arthritis	False
granulocyte monocyte progenitor cell	4.734633468250697	6.068778457123783	0.7801625156860008	0.3343329848916569	0.9230769230769232	0.0	PASS_Rheumatoid_Arthritis	False
club cell of bronchiole	0.0	1e-06	0.0	0.5	0.9230769230769232	0.0	PASS_Rheumatoid_Arthritis	False
Bergmann glial cell	0.0	1e-06	0.0	0.5	0.9230769230769232	0.0	PASS_Rheumatoid_Arthritis	False
interneuron	0.0	1e-06	0.0	0.5	0.9230769230769232	0.0	PASS_Rheumatoid_Arthritis	False
vein endothelial cell	3.685596594442617	13.62255987431976	0.2705509558001966	0.5291716145430123	0.9621302082600224	0.0	PASS_Rheumatoid_Arthritis	False
valve cell	-0.9992266873079468	10.198097858978274	-0.0979816727712845	0.6502556792050005	0.9769332103231688	0.0	PASS_Rheumatoid_Arthritis	False
endothelial cell	5.492533697877509	7.850023337378658	0.699683741285745	0.6632303860810347	0.9769332103231688	0.0	PASS_Rheumatoid_Arthritis	False
basal cell of epidermis	4.528488155350329	6.157403093776416	0.7354542306849279	0.555559242549746	0.9769332103231688	0.0	PASS_Rheumatoid_Arthritis	False
intestinal crypt stem cell	1.159275000439577	6.281507347247143	0.1845536328071998	0.644889929884802	0.9769332103231688	0.0	PASS_Rheumatoid_Arthritis	False
adventitial cell	0.8722347846337045	9.607148951548556	0.0907901802119046	0.656455893485864	0.9769332103231688	0.0	PASS_Rheumatoid_Arthritis	False
kidney collecting duct epithelial cell	-0.719018194088881	6.485868533091115	-0.110859199569098	0.647954745982653	0.9769332103231688	0.0	PASS_Rheumatoid_Arthritis	False
basal epithelial cell of tracheobronchial tree	4.714946302693951	8.318015565365332	0.566835474836824	0.5528407494748192	0.9769332103231688	0.0	PASS_Rheumatoid_Arthritis	False
smooth muscle cell of the pulmonary artery	0.5888875641836635	11.961141495905569	0.0492333916779804	0.600069962974855	0.9769332103231688	0.0	PASS_Rheumatoid_Arthritis	False
bladder cell	1.541632482667744	5.936247873709523	0.259698131793878	0.5763784916426591	0.9769332103231688	0.0	PASS_Rheumatoid_Arthritis	False
early pro-B cell	-1.6079166532126128	7.839508057445604	-0.2051042796856988	0.6238691465025424	0.9769332103231688	0.0	PASS_Rheumatoid_Arthritis	False
bladder urothelial cell	0.434447989812759	7.163981089512547	0.0606433747359765	0.6207913056322728	0.9769332103231688	0.0	PASS_Rheumatoid_Arthritis	False
fibroblast of cardiac tissue	3.162771219489727	9.502883811607331	0.3328222550323669	0.6675710270541653	0.9769332103231688	0.0	PASS_Rheumatoid_Arthritis	False
fibroblast of lung	0.7012152804375975	10.046178814957754	0.0697992035930674	0.5945229806589912	0.9769332103231688	0.0	PASS_Rheumatoid_Arthritis	False
granulocyte	4.92713888810283	14.156005620566964	0.34805996975194	0.5946321745374462	0.9769332103231688	0.0	PASS_Rheumatoid_Arthritis	False
granulocytopoietic cell	0.6675371634332232	8.31341725385476	0.0802963622598997	0.6464029455260634	0.9769332103231688	0.0	PASS_Rheumatoid_Arthritis	False
endothelial cell of coronary artery	6.377076756172592	12.194348888244845	0.5229534446336853	0.5962408873972945	0.9769332103231688	0.0	PASS_Rheumatoid_Arthritis	False
ependymal cell	-0.3462395328063125	1.4370487463860402	-0.2409379178521623	0.6898874583294916	0.9974276505968552	0.0	PASS_Rheumatoid_Arthritis	False
basal cell	-4.62469795201155	8.813006921084089	-0.524758234439542	0.8814266630255441	0.9978566996216888	0.0	PASS_Rheumatoid_Arthritis	False
brain pericyte	-6.011161713573392	6.200207163676642	-0.9695098171540532	0.9381553980866852	0.9978566996216888	0.0	PASS_Rheumatoid_Arthritis	False
keratinocyte	-2.27850825801086	6.014184209759178	-0.3788557481018854	0.8710749387914565	0.9978566996216888	0.0	PASS_Rheumatoid_Arthritis	False
astrocyte	-13.417943954467772	5.1525386516042175	-2.6041423192992763	0.9956618334663648	0.9978566996216888	0.0	PASS_Rheumatoid_Arthritis	False
aortic endothelial cell	0.059241342284636	6.101345415216257	0.0097095539185329	0.9172665534108304	0.9978566996216888	0.0	PASS_Rheumatoid_Arthritis	False
pericyte cell	-6.667250156402588	3.7147454249771537	-1.7948067481484529	0.9604752428069424	0.9978566996216888	0.0	PASS_Rheumatoid_Arthritis	False
skeletal muscle satellite cell	-8.209612574783547	10.225256494555406	-0.8028759551562232	0.9589679755834252	0.9978566996216888	0.0	PASS_Rheumatoid_Arthritis	False
smooth muscle cell	-5.041517994643116	7.585497857676297	-0.664625854391515	0.8883326206971075	0.9978566996216888	0.0	PASS_Rheumatoid_Arthritis	False
smooth muscle cell of trachea	-3.70496421125307	3.862161165552704	-0.959298188873706	0.9750677414900936	0.9978566996216888	0.0	PASS_Rheumatoid_Arthritis	False
stromal cell	-2.6354233534428757	8.022826401662087	-0.3284906367781927	0.8627239676401286	0.9978566996216888	0.0	PASS_Rheumatoid_Arthritis	False
Brush cell of epithelium proper of large intestine	-0.978863844203548	2.8523791395596376	-0.343174520745748	0.7743225103971864	0.9978566996216888	0.0	PASS_Rheumatoid_Arthritis	False
atrial myocyte	-3.967129332145093	5.86554862509413	-0.6763441215324387	0.9302893243505208	0.9978566996216888	0.0	PASS_Rheumatoid_Arthritis	False
pancreatic stellate cell	-11.082438468933104	9.628594854244753	-1.1509922929250087	0.8763244357100513	0.9978566996216888	0.0	PASS_Rheumatoid_Arthritis	False
chondrocyte	-0.4863518281037073	4.447386354935483	-0.1093567748086421	0.7369504709942521	0.9978566996216888	0.0	PASS_Rheumatoid_Arthritis	False
pancreatic acinar cell	-1.5449814755883682	5.370160267348052	-0.2876974612810442	0.807361475160433	0.9978566996216888	0.0	PASS_Rheumatoid_Arthritis	False
kidney collecting duct principal cell	-0.2534459989570049	6.7799883937178125	-0.0373814797665203	0.7120873438014805	0.9978566996216888	0.0	PASS_Rheumatoid_Arthritis	False
kidney loop of Henle ascending limb epithelial cell	-5.211375404642088	5.389033723267704	-0.9670333629833197	0.8914087102496828	0.9978566996216888	0.0	PASS_Rheumatoid_Arthritis	False
hepatocyte	-7.873634989480236	7.114920965210929	-1.1066370277307522	0.9419022158485922	0.9978566996216888	0.0	PASS_Rheumatoid_Arthritis	False
fibrocyte	-5.720802307128906	2.7554187273678865	-2.076200706015271	0.9799268115330784	0.9978566996216888	0.0	PASS_Rheumatoid_Arthritis	False
fibroblast	2.427961821470208	6.523640215031858	0.3721789892513792	0.7384048979611996	0.9978566996216888	0.0	PASS_Rheumatoid_Arthritis	False
epithelial cell of proximal tubule	-10.053255371718503	4.91995870932713	-2.043361736483642	0.9947240266908336	0.9978566996216888	0.0	PASS_Rheumatoid_Arthritis	False
medium spiny neuron	-1.0331767797470093	0.9560049977316806	-1.0807231993540145	0.850156536303523	0.9978566996216888	0.0	PASS_Rheumatoid_Arthritis	False
epithelial cell of large intestine	3.284899463606017	6.088512054000558	0.5395241783988288	0.8051468421489989	0.9978566996216888	0.0	PASS_Rheumatoid_Arthritis	False
epidermal cell	-3.2701354336909896	7.5714472685744	-0.4319036133638307	0.8136651360348883	0.9978566996216888	0.0	PASS_Rheumatoid_Arthritis	False
pancreatic ductal cell	-2.952655152100865	5.263566167497065	-0.5609609641337355	0.8427574367108707	0.9978566996216888	0.0	PASS_Rheumatoid_Arthritis	False
mesenchymal stem cell of adipose	-3.641934655705282	6.571519928801529	-0.5541997430067102	0.9708981551262638	0.9978566996216888	0.0	PASS_Rheumatoid_Arthritis	False
enterocyte of epithelium of large intestine	-0.6092883329298697	6.305356948669261	-0.0966302681814801	0.8364028475597105	0.9978566996216888	0.0	PASS_Rheumatoid_Arthritis	False
mucus secreting cell	-2.3453665638329677	4.231006864388156	-0.554328234154763	0.7518911190240232	0.9978566996216888	0.0	PASS_Rheumatoid_Arthritis	False
neuron	-0.5796480057487451	4.357157253575079	-0.1330335289765224	0.7323384470813229	0.9978566996216888	0.0	PASS_Rheumatoid_Arthritis	False
neuronal stem cell	-0.9497484964253842	1.9828821850389613	-0.4789737401401499	0.8082095289278393	0.9978566996216888	0.0	PASS_Rheumatoid_Arthritis	False
oligodendrocyte	-8.99335567507617	3.579671573670261	-2.512341003913726	0.9978566996216888	0.9978566996216888	0.0	PASS_Rheumatoid_Arthritis	False
pancreatic A cell	-4.324803729659201	4.211921874674924	-1.026800557641632	0.9009405851838952	0.9978566996216888	0.0	PASS_Rheumatoid_Arthritis	False
pancreatic B cell	-5.828600658359671	4.187338717752307	-1.3919582463317812	0.9653589148273308	0.9978566996216888	0.0	PASS_Rheumatoid_Arthritis	False
pancreatic D cell	-3.6983697972411975	3.1263216147351747	-1.1829780339328524	0.9209283044156252	0.9978566996216888	0.0	PASS_Rheumatoid_Arthritis	False
pancreatic PP cell	-3.178605296903217	4.028798799843589	-0.7889709699642039	0.8272397521902759	0.9978566996216888	0.0	PASS_Rheumatoid_Arthritis	False
enteroendocrine cell	-2.994339159826362	3.291231758236456	-0.9097928616946812	0.9360866279127156	0.9978566996216888	0.0	PASS_Rheumatoid_Arthritis	False
ventricular myocyte	-3.5997417257948623	2.066867845468398	-1.7416409731697582	0.9839576752380232	0.9978566996216888	0.0	PASS_Rheumatoid_Arthritis	False
fibroblast	81.25942090190436	9.8109014029475	8.282564217543914	1.8579577810715637e-23	2.2295493372858757e-21	0.7796992481203008	UKB_460K.lung_FVCzSMOKE	True
mesenchymal stem cell of adipose	77.60457287924768	9.929991211730831	7.8151703485466575	1.2804195814570104e-21	7.682517488742062e-20	0.9102049440101416	UKB_460K.lung_FVCzSMOKE	True
stromal cell	79.37972367055426	11.010761904200727	7.209285275732826	6.36206436822024e-16	2.5448257472880962e-14	0.8	UKB_460K.lung_FVCzSMOKE	True
mesenchymal stem cell	104.56885258742416	16.284085726056468	6.421536606141884	6.5513373457393656e-15	1.9654012037218098e-13	0.6864940517844647	UKB_460K.lung_FVCzSMOKE	True
pulmonary interstitial fibroblast	84.94184875488281	12.141686980981746	6.995885241312212	1.579002529430178e-12	3.789606070632427e-11	0.78	UKB_460K.lung_FVCzSMOKE	True
fibroblast of cardiac tissue	84.30961444004029	14.425624699415884	5.844434206267277	7.00146794215471e-12	1.4002935884309418e-10	0.8374936321956189	UKB_460K.lung_FVCzSMOKE	True
chondrocyte	35.63826521766092	5.992523769493157	5.947121211114558	5.333601908268666e-11	9.143317557031997e-10	0.88	UKB_460K.lung_FVCzSMOKE	True
bladder cell	49.84923244437464	8.84795039099751	5.633986430924674	2.388918967329586e-10	3.5833784509943782e-09	0.9486166007905138	UKB_460K.lung_FVCzSMOKE	True
adventitial cell	80.19030540070369	14.460938788126883	5.545304255526186	5.277409553142372e-10	7.0365460708564985e-09	0.7231833910034602	UKB_460K.lung_FVCzSMOKE	True
smooth muscle cell of trachea	38.35736240895419	6.827083288035155	5.618411375788781	1.5458630496672265e-08	1.855035659600672e-07	0.272	UKB_460K.lung_FVCzSMOKE	True
fibroblast of lung	70.8504862661314	15.100454232830437	4.691944041795301	2.5814209519948265e-07	2.8160955839943563e-06	0.9503105590062112	UKB_460K.lung_FVCzSMOKE	True
bulge keratinocyte	64.92107190865596	14.560794411184892	4.458621561113915	3.723775754644433e-07	3.723775754644433e-06	0.859062980030722	UKB_460K.lung_FVCzSMOKE	True
basal cell	50.110649816716034	12.44325198321108	4.02713453720356	3.120482797084044e-06	2.8804456588468095e-05	0.8751753155680224	UKB_460K.lung_FVCzSMOKE	True
pancreatic stellate cell	59.83259201049805	13.874918069683536	4.312284347194184	9.142311019298638e-06	7.836266587970261e-05	0.6875	UKB_460K.lung_FVCzSMOKE	True
skeletal muscle satellite cell	58.50383959708871	17.20290201072679	3.400812232762177	0.0001604297145763	0.0012834377166109	0.6932110091743119	UKB_460K.lung_FVCzSMOKE	True
pancreatic B cell	21.87243597099506	6.553954334047721	3.3372884301875576	0.0001967196152329	0.0014753971142468	0.9426229508196722	UKB_460K.lung_FVCzSMOKE	True
respiratory basal cell	31.94149398803711	9.437324572821176	3.3845920781432417	0.0003914518876324	0.0027631897950523	0.8823529411764706	UKB_460K.lung_FVCzSMOKE	True
basal cell of epidermis	31.877816911963688	9.773345621090352	3.2617097714392784	0.0006846275186607	0.0045641834577385	0.4461319411485524	UKB_460K.lung_FVCzSMOKE	True
pericyte cell	17.76657485961914	5.704126557496472	3.114688056188019	0.0008755904783956	0.0055300451267096	0.8421052631578947	UKB_460K.lung_FVCzSMOKE	True
valve cell	43.095561798467166	14.208536006985424	3.0330754538877085	0.0009227377910701	0.0055364267464206	0.9301587301587302	UKB_460K.lung_FVCzSMOKE	True
keratinocyte stem cell	30.81451416015625	11.18897770334267	2.754006217292802	0.0029959097886963	0.0171194845068361	0.5142857142857142	UKB_460K.lung_FVCzSMOKE	True
smooth muscle cell	25.96726217160058	9.883445263891128	2.627349216620969	0.0051439054233669	0.0280576659456379	0.6504854368932039	UKB_460K.lung_FVCzSMOKE	True
brain pericyte	17.346579569927528	7.502477020860806	2.3121136554893766	0.0097446246186325	0.0508415197493871	0.5847107438016529	UKB_460K.lung_FVCzSMOKE	True
endothelial cell of lymphatic vessel	22.07393761161396	11.180299296424346	1.9743601692911377	0.0296708260771277	0.1469100683210406	0.0	UKB_460K.lung_FVCzSMOKE	False
non-classical monocyte	48.64198647952238	24.085395109346788	2.0195635678256303	0.0306062642335501	0.1469100683210406	0.0	UKB_460K.lung_FVCzSMOKE	False
vein endothelial cell	36.52801734974933	21.823669294118623	1.6737798239819124	0.0534046176887956	0.2464828508713644	0.0	UKB_460K.lung_FVCzSMOKE	False
bronchial smooth muscle cell	29.053140581878612	16.896620597112396	1.7194645766529046	0.0583377900275041	0.2592790667889071	0.0	UKB_460K.lung_FVCzSMOKE	False
neuroepithelial cell	41.00920591808166	27.414617479496705	1.4958883139169203	0.0808970941554151	0.3359976869929444	0.0	UKB_460K.lung_FVCzSMOKE	False
epithelial cell of thymus	25.88308688080371	14.010574152300975	1.847396587708927	0.0811994410232949	0.3359976869929444	0.0	UKB_460K.lung_FVCzSMOKE	False
endocardial cell	22.97858176062779	15.137978062121416	1.5179425988286577	0.0876462038408792	0.3505848153635169	0.0	UKB_460K.lung_FVCzSMOKE	False
endothelial cell	21.95185620243305	11.696552535085573	1.8767800286952203	0.1103883638821912	0.4273097956729983	0.0	UKB_460K.lung_FVCzSMOKE	False
endothelial cell of coronary artery	29.003869849231968	18.468689626959502	1.5704346347828506	0.1274862463145055	0.4780734236793958	0.0	UKB_460K.lung_FVCzSMOKE	False
lymphocyte	11.946762084960938	11.980058631307749	0.997220669166026	0.1577890905813785	0.573778511205013	0.0	UKB_460K.lung_FVCzSMOKE	False
pancreatic PP cell	6.158167737653598	5.738230069012895	1.0731824384157087	0.1721602174819265	0.6076242969950347	0.0	UKB_460K.lung_FVCzSMOKE	False
pancreatic A cell	6.770308488849615	6.322437320279438	1.0708383722735555	0.177271645403841	0.607788498527455	0.0	UKB_460K.lung_FVCzSMOKE	False
oligodendrocyte	5.2440963886157945	5.673375799538466	0.9243343952365022	0.1871821421848279	0.6239404739494266	0.0	UKB_460K.lung_FVCzSMOKE	False
immature B cell	24.349197388662358	19.965403015879637	1.2195695408350151	0.1983697680294416	0.6254857607302188	0.0	UKB_460K.lung_FVCzSMOKE	False
epidermal cell	12.275724496766149	12.309362776323248	0.9972672606886036	0.2032828722373211	0.6254857607302188	0.0	UKB_460K.lung_FVCzSMOKE	False
bladder urothelial cell	10.426587374349278	9.5090903767751	1.096486305337371	0.1958243245272332	0.6254857607302188	0.0	UKB_460K.lung_FVCzSMOKE	False
medium spiny neuron	1.0039845705032349	1.4357572025186327	0.699271832829413	0.2393333833520713	0.7180001500562142	0.0	UKB_460K.lung_FVCzSMOKE	False
keratinocyte	8.03509811910332	8.07057793372492	0.995603807445643	0.301079365797629	0.8812078998954996	0.0	UKB_460K.lung_FVCzSMOKE	False
fenestrated cell	16.47975929044765	18.96965944826348	0.8687430227934978	0.3161989421643744	0.9034255490410698	0.0	UKB_460K.lung_FVCzSMOKE	False
endothelial cell of hepatic sinusoid	9.026518251051913	13.072094170369784	0.6905181475445696	0.3273974141682641	0.9136672023300394	0.0	UKB_460K.lung_FVCzSMOKE	False
astrocyte	0.4481834471225738	7.893925767695052	0.05677573621945	0.4719330552335844	0.9836065573770492	0.0	UKB_460K.lung_FVCzSMOKE	False
club cell of bronchiole	0.0	1e-06	0.0	0.5	0.9836065573770492	0.0	UKB_460K.lung_FVCzSMOKE	False
oligodendrocyte precursor cell	0.0	1e-06	0.0	0.5	0.9836065573770492	0.0	UKB_460K.lung_FVCzSMOKE	False
leukocyte	10.323225621172137	17.12474140861792	0.6028251974641227	0.4075223198924391	0.9836065573770492	0.0	UKB_460K.lung_FVCzSMOKE	False
lung macrophage	0.0	1e-06	0.0	0.5	0.9836065573770492	0.0	UKB_460K.lung_FVCzSMOKE	False
lymphoid progenitor cell	0.0	1e-06	0.0	0.5	0.9836065573770492	0.0	UKB_460K.lung_FVCzSMOKE	False
plasma cell	0.0	1e-06	0.0	0.5	0.9836065573770492	0.0	UKB_460K.lung_FVCzSMOKE	False
plasmacytoid dendritic cell	0.0	1e-06	0.0	0.5	0.9836065573770492	0.0	UKB_460K.lung_FVCzSMOKE	False
precursor B cell	9.698174377363598	19.355904436273125	0.501044754033252	0.4678787732737077	0.9836065573770492	0.0	UKB_460K.lung_FVCzSMOKE	False
interneuron	0.0	1e-06	0.0	0.5	0.9836065573770492	0.0	UKB_460K.lung_FVCzSMOKE	False
intermediate monocyte	4.784297466278076	27.053184967661984	0.1768478451611884	0.4211232218122734	0.9836065573770492	0.0	UKB_460K.lung_FVCzSMOKE	False
lung neuroendocrine cell	0.0	1e-06	0.0	0.5	0.9836065573770492	0.0	UKB_460K.lung_FVCzSMOKE	False
kidney interstitial fibroblast	0.0	1e-06	0.0	0.5	0.9836065573770492	0.0	UKB_460K.lung_FVCzSMOKE	False
type II pneumocyte	2.687960247328588	7.406214744870802	0.3629330690404492	0.3947184232916001	0.9836065573770492	0.0	UKB_460K.lung_FVCzSMOKE	False
type I pneumocyte	0.0	1e-06	0.0	0.5	0.9836065573770492	0.0	UKB_460K.lung_FVCzSMOKE	False
Bergmann glial cell	0.0	1e-06	0.0	0.5	0.9836065573770492	0.0	UKB_460K.lung_FVCzSMOKE	False
regulatory T cell	0.2112257927656173	27.583787927790365	0.007657606465021	0.4899714499560422	0.9836065573770492	0.0	UKB_460K.lung_FVCzSMOKE	False
smooth muscle cell of the pulmonary artery	8.807112393223395	17.164709780998663	0.5130941627089362	0.3940404440417844	0.9836065573770492	0.0	UKB_460K.lung_FVCzSMOKE	False
professional antigen presenting cell	7.1519203894500265	38.28421569228774	0.1868112030016266	0.6756072933171228	0.999927280882858	0.0	UKB_460K.lung_FVCzSMOKE	False
promonocyte	7.844553249429172	16.03333695666866	0.4892651648642879	0.6260264585009185	0.999927280882858	0.0	UKB_460K.lung_FVCzSMOKE	False
secretory cell	-6.719037496069081	7.421876401767224	-0.9053017232231476	0.9333635899103664	0.999927280882858	0.0	UKB_460K.lung_FVCzSMOKE	False
T cell	-6.983183204928386	9.716324106700018	-0.7187062852414567	0.9826760205645172	0.999927280882858	0.0	UKB_460K.lung_FVCzSMOKE	False
aortic endothelial cell	3.4618593960864867	12.2209774235691	0.283271891936403	0.8465920476723963	0.999927280882858	0.0	UKB_460K.lung_FVCzSMOKE	False
ventricular myocyte	-2.581531284820498	2.405586945767365	-1.0731398793806672	0.9364992288322194	0.999927280882858	0.0	UKB_460K.lung_FVCzSMOKE	False
B cell	16.67167489163947	22.69431934675954	0.7346188549170994	0.539098690602067	0.999927280882858	0.0	UKB_460K.lung_FVCzSMOKE	False
Brush cell of epithelium proper of large intestine	-6.332683975001158	3.872170506246422	-1.6354352074077163	0.9843774504732576	0.999927280882858	0.0	UKB_460K.lung_FVCzSMOKE	False
CD4-positive, alpha-beta T cell	-1.3692450241738288	17.277906461274423	-0.0792483179164539	0.8610146975866966	0.999927280882858	0.0	UKB_460K.lung_FVCzSMOKE	False
